Root.tip.ID,Seq.plate,Seq.plate.well,Plot,Treatment,Block,Core,ECM,Accession,OTU ,Species,Genus,Family,Order,Phylum,enz.well,LAP,NAG,PHOS,ABTS,TMB
MAT.B2.F.26,5,4A,MAT.B2.F,Fertilized,B2,7,Yes,JQ753774.1,36,Tomentellopsis submollis,Tomentellopsis,Thelephoraceae,Theleporales,Basidiomycota,7D,7.386975078,26.70854201,64.37207911,0,497.0952028
MAT.B2.F.27,5,4B,MAT.B2.F,Fertilized,B2,7,Yes,JQ753774.1,36,Tomentellopsis submollis,Tomentellopsis,Thelephoraceae,Theleporales,Basidiomycota,7E,3.768235096,12.62855096,23.9747412,0,331.4492817
MAT.B2.WF.7,5,11G,MAT.B2.WF,Warmed.Fertilized,B2,2,Yes,JQ753774.1,36,Tomentellopsis submollis,Tomentellopsis,Thelephoraceae,Theleporales,Basidiomycota,4D,3.363402002,31.94948978,81.7133046,4.986283422,610.0450142
MAT.B2.WF.8,5,11H,MAT.B2.WF,Warmed.Fertilized,B2,2,Yes,JQ753774.1,36,Tomentellopsis submollis,Tomentellopsis,Thelephoraceae,Theleporales,Basidiomycota,4E,2.343956981,25.86945115,78.50714103,3.686096616,562.7649088
MAT.B3.F.10,6,10B,MAT.B3.F,Fertilized,B3,2,Yes,KX168652.1,36,Tomentellopsis submollis,Tomentellopsis,Thelephoraceae,Theleporales,Basidiomycota,4E,1.164696639,13.3641322,64.17519496,1.972547079,776.9361043
MAT.B3.W.13,7,3E,MAT.B3.W,Warmed,B3,1,Yes,JQ753774.1,36,Tomentellopsis submollis,Tomentellopsis,Thelephoraceae,Theleporales,Basidiomycota,6C,0.214893186,54.27063151,112.4690696,2.414324406,297.2138877
MAT.B3.WF.35,7,11C,MAT.B3.WF,Warmed.Fertilized,B3,8,Yes,JQ753774.1,36,Tomentellopsis submollis,Tomentellopsis,Thelephoraceae,Theleporales,Basidiomycota,7H,3.644565028,61.05265579,338.6082838,0,624.459075
MAT.B3.WF.38,7,11F,MAT.B3.WF,Warmed.Fertilized,B3,8,Yes,AJ410770.1,36,Tomentellopsis submollis,Tomentellopsis,Thelephoraceae,Theleporales,Basidiomycota,8C,2.609220332,83.79571021,338.3786064,0,653.0859821
MAT.B4.W.14,1,2F,MAT.B4.W,Warmed,B4,5,Yes,FJ845428.1,37,Russula chamiteae,Russula,Russulaceae,Russulales,Basidiomycota,4F,1.664132275,30.87929695,83.02439277,861.3391475,785.774116
MAT.B4.W.21,1,3E,MAT.B4.W,Warmed,B4,4,Yes,FJ845428.1,37,Russula chamiteae,Russula,Russulaceae,Russulales,Basidiomycota,5E,0.706254701,18.19144195,64.20891699,1090.875806,2410.128045
MAT.B4.W.22,1,3F,MAT.B4.W,Warmed,B4,4,Yes,FJ845428.1,37,Russula chamiteae,Russula,Russulaceae,Russulales,Basidiomycota,5F,2.071941309,27.04184935,87.59983702,1042.676841,2454.125032
MAT.B4.W.37,1,5E,MAT.B4.W,Warmed,B4,1,Yes,FJ845428.1,37,Russula chamiteae,Russula,Russulaceae,Russulales,Basidiomycota,7E,NA,1.403601771,12.95226981,133.1553449,1085.778733
MAT.B1.F.33,2,10A,MAT.B1.F,Fertilized,B1,4,Yes,KY681427.1,37,Russula chamiteae,Russula,Russulaceae,Russulales,Basidiomycota,7G,1.465873443,7.71018912,90.60665137,127.1817131,232.8156313
MAT.B1.F.36,2,10D,MAT.B1.F,Fertilized,B1,4,Yes,KY681427.1,37,Russula chamiteae,Russula,Russulaceae,Russulales,Basidiomycota,8C,1.566568776,8.332640102,80.28342453,4.646939134,191.9815956
MAT.B1.F.40,2,10H,MAT.B1.F,Fertilized,B1,10,Yes,KY681427.1,37,Russula chamiteae,Russula,Russulaceae,Russulales,Basidiomycota,8H,3.437555168,12.50914562,98.6569445,10.98331123,292.0562305
MAT.B1.W.7,2,11G,MAT.B1.W,Warmed,B1,5,Yes,GU234063.1,37,Russula chamiteae,Russula,Russulaceae,Russulales,Basidiomycota,3H,0.528784348,25.12317548,48.63016308,504.6182035,1718.353788
MAT.B1.W.9,2,12A,MAT.B1.W,Warmed,B1,5,Yes,KY681427.1,37,Russula chamiteae,Russula,Russulaceae,Russulales,Basidiomycota,4F,0.684733903,31.84215618,56.06707042,48.44553108,2027.540344
MAT.B1.W.27,3,2C,MAT.B1.W,Warmed,B1,1,Yes,KX813042.1,37,Russula chamiteae,Russula,Russulaceae,Russulales,Basidiomycota,7H,0.501947341,14.70429465,45.64131681,604.2936549,1783.588335
MAT.B1.W.34,3,3B,MAT.B1.W,Warmed,B1,3,Yes,KY681427.1,37,Russula chamiteae,Russula,Russulaceae,Russulales,Basidiomycota,9H,0.778252964,32.76083037,66.68949785,546.6700356,1491.421721
MAT.B1.W.35,3,3C,MAT.B1.W,Warmed,B1,3,Yes,KY681427.1,37,Russula chamiteae,Russula,Russulaceae,Russulales,Basidiomycota,10A,0.654772841,38.1711804,60.91654769,851.0337161,1368.060024
MAT.B4.C.21,3,11E,MAT.B4.C,Control,B4,8,Yes,KY681427.1,37,Russula chamiteae,Russula,Russulaceae,Russulales,Basidiomycota,7A,1.383249758,33.82433147,66.20670853,635.547729,1496.954385
MAT.B4.C.22,3,11F,MAT.B4.C,Control,B4,8,Yes,KY681427.1,37,Russula chamiteae,Russula,Russulaceae,Russulales,Basidiomycota,7B,2.189360476,46.65626158,108.196117,354.280032,1112.268606
MAT.B4.C.28,3,12D,MAT.B4.C,Control,B4,11,Yes,KY681427.1,37,Russula chamiteae,Russula,Russulaceae,Russulales,Basidiomycota,8D,1.115424137,41.2735789,69.58949502,1737.631373,2264.062821
MAT.B4.WF.34,4,6C,MAT.B4.WF,Warmed.Fertilized,B4,9,Yes,FJ845428.1,37,Russula chamiteae,Russula,Russulaceae,Russulales,Basidiomycota,10A,2.675546667,11.68156152,0.380927281,0,1029.644882
MAT.B2.C.29,4,11E,MAT.B2.C,Control,B2,11,Yes,FJ845428.1,37,Russula chamiteae,Russula,Russulaceae,Russulales,Basidiomycota,8F,0.750885997,28.38755481,61.5956352,1862.837192,1692.931819
MAT.B4.C.101,7,12E,MAT.B4.C,Control,B4,4,Yes,GU234063.1,37,Russula chamiteae,Russula,Russulaceae,Russulales,Basidiomycota,4F,0.803525839,27.69393856,40.82467133,523.4142695,1185.054155
MAT.B4.W.2,1,1B,MAT.B4.W,Warmed,B4,9,Yes,FJ845428.1,38,Russula decolorans,Russula,Russulaceae,Russulales,Basidiomycota,3B,0.933885717,24.599963,52.55684111,1478.789188,2624.653867
MAT.B4.W.3,1,1C,MAT.B4.W,Warmed,B4,9,Yes,FJ845428.1,38,Russula decolorans,Russula,Russulaceae,Russulales,Basidiomycota,3C,0.925230264,30.95521175,74.66348983,1638.247211,2730.847097
MAT.B4.W.4,1,1D,MAT.B4.W,Warmed,B4,9,Yes,FJ845428.1,38,Russula decolorans,Russula,Russulaceae,Russulales,Basidiomycota,3D,0.920623674,31.70179683,62.69474144,1533.911552,1554.87235
MAT.B4.W.6,1,1F,MAT.B4.W,Warmed,B4,9,Yes,FJ845428.1,38,Russula decolorans,Russula,Russulaceae,Russulales,Basidiomycota,3F,0.57258595,24.23724016,62.22275485,456.664386,1491.989212
MAT.B4.W.9,1,2A,MAT.B4.W,Warmed,B4,9,Yes,KY681427.1,38,Russula decolorans,Russula,Russulaceae,Russulales,Basidiomycota,4A,1.468941376,28.91311331,86.71359248,1942.958592,2176.554242
MAT.B4.W.11,1,2C,MAT.B4.W,Warmed,B4,5,Yes,FJ845428.1,38,Russula decolorans,Russula,Russulaceae,Russulales,Basidiomycota,4C,2.711661507,40.57662143,108.4332046,1330.636012,1312.25325
MAT.B4.W.12,1,2D,MAT.B4.W,Warmed,B4,5,Yes,FJ845428.1,38,Russula decolorans,Russula,Russulaceae,Russulales,Basidiomycota,4D,1.939859945,26.34334903,79.88686037,759.6582127,1042.761518
MAT.B4.W.23,1,3G,MAT.B4.W,Warmed,B4,4,Yes,FJ845428.1,38,Russula decolorans,Russula,Russulaceae,Russulales,Basidiomycota,5G,2.477520479,39.19567421,123.7099192,2528.594355,4541.103126
MAT.B4.W.26,1,4B,MAT.B4.W,Warmed,B4,4,Yes,NA,38,Russula decolorans,Russula,Russulaceae,Russulales,Basidiomycota,6B,0.921615253,24.75176812,60.93728541,738.9014472,2244.675643
MAT.B4.W.27,1,4C,MAT.B4.W,Warmed,B4,4,Yes,FJ845428.1,38,Russula decolorans,Russula,Russulaceae,Russulales,Basidiomycota,6C,0.61218243,24.90237604,48.7492991,936.3794071,2555.967988
MAT.B4.W.28,1,4D,MAT.B4.W,Warmed,B4,4,Yes,KY681427.1,38,Russula decolorans,Russula,Russulaceae,Russulales,Basidiomycota,6D,0.583794939,15.36937785,44.22726517,568.0443986,1779.58126
MAT.B4.W.36,1,5D,MAT.B4.W,Warmed,B4,1,Yes,FJ845428.1,38,Russula decolorans,Russula,Russulaceae,Russulales,Basidiomycota,7D,0.716776413,13.71407359,59.05493659,627.7552437,668.9030889
MAT.B4.W.44,1,6D,MAT.B4.W,Warmed,B4,3,Yes,KY681427.1,38,Russula decolorans,Russula,Russulaceae,Russulales,Basidiomycota,8D,2.037141049,27.21117157,96.80023798,2598.437391,1872.143155
MAT.B4.W.47,1,6G,MAT.B4.W,Warmed,B4,8,Yes,FJ845428.1,38,Russula decolorans,Russula,Russulaceae,Russulales,Basidiomycota,8G,0.974508225,20.93910137,92.96467892,936.064597,889.4806091
MAT.B4.W.50,1,7B,MAT.B4.W,Warmed,B4,8,Yes,FJ845428.1,38,Russula decolorans,Russula,Russulaceae,Russulales,Basidiomycota,9B,0.8093715,28.05435317,113.95131,708.9267586,2190.523195
MAT.B4.W.52,1,7D,MAT.B4.W,Warmed,B4,8,Yes,FJ845428.1,38,Russula decolorans,Russula,Russulaceae,Russulales,Basidiomycota,9D,29.2603673,20.11917867,85.38319607,171.3330541,446.4140484
MAT.B4.W.54,1,7F,MAT.B4.W,Warmed,B4,8,Yes,JQ711959.1,38,Russula decolorans,Russula,Russulaceae,Russulales,Basidiomycota,9F,0.35038864,13.89142899,105.5879729,1436.895782,1978.348104
MAT.B1.F.34,2,10B,MAT.B1.F,Fertilized,B1,4,Yes,KY681427.1,38,Russula decolorans,Russula,Russulaceae,Russulales,Basidiomycota,7H,1.100399021,6.110155437,73.51248239,14.96654803,260.5577494
MAT.B1.F.37,2,10E,MAT.B1.F,Fertilized,B1,10,Yes,KY681427.1,38,Russula decolorans,Russula,Russulaceae,Russulales,Basidiomycota,8D,4.708827832,12.68494614,106.1669621,19.4023037,298.9670136
MAT.B1.F.38,2,10F,MAT.B1.F,Fertilized,B1,10,Yes,KY681427.1,38,Russula decolorans,Russula,Russulaceae,Russulales,Basidiomycota,8F,2.075691178,9.864039937,77.44427404,8.660848945,390.3387236
MAT.B1.W.17,3,1A,MAT.B1.W,Warmed,B1,6,Yes,KY681427.1,38,Russula decolorans,Russula,Russulaceae,Russulales,Basidiomycota,6A,5.55295607,38.0314146,97.73512798,378.6857352,680.9961872
MAT.B1.W.18,3,1B,MAT.B1.W,Warmed,B1,6,Yes,JQ711959.1,38,Russula decolorans,Russula,Russulaceae,Russulales,Basidiomycota,6B,1.028562258,27.41766777,42.9376041,241.5642668,1032.42901
MAT.B1.W.22,3,1F,MAT.B1.W,Warmed,B1,1,Yes,FJ845428.1,38,Russula decolorans,Russula,Russulaceae,Russulales,Basidiomycota,6G,0.516235845,23.8965071,53.4761687,270.2576901,1061.999598
MAT.B1.W.25,3,2A,MAT.B1.W,Warmed,B1,1,Yes,KY681427.1,38,Russula decolorans,Russula,Russulaceae,Russulales,Basidiomycota,7E,1.188003041,32.56336515,78.27580667,715.9603208,1761.494335
MAT.B1.W.26,3,2B,MAT.B1.W,Warmed,B1,1,Yes,KY681427.1,38,Russula decolorans,Russula,Russulaceae,Russulales,Basidiomycota,7G,0.929774134,24.42116498,62.8425118,499.9684862,1463.643745
MAT.B1.W.32,3,2H,MAT.B1.W,Warmed,B1,3,Yes,GU234063.1,38,Russula decolorans,Russula,Russulaceae,Russulales,Basidiomycota,9F,0.447690723,23.4744302,47.88593078,424.3280371,1098.377173
MAT.B1.W.33,3,3A,MAT.B1.W,Warmed,B1,3,Yes,GU234063.1,38,Russula decolorans,Russula,Russulaceae,Russulales,Basidiomycota,9G,0.7961741,25.89809564,58.48225658,444.4960036,1382.82672
MAT.B1.W.36,3,3D,MAT.B1.W,Warmed,B1,3,Yes,GU234063.1,38,Russula decolorans,Russula,Russulaceae,Russulales,Basidiomycota,10C,0.572447164,34.21245433,54.97924127,498.2984265,1871.408975
MAT.B1.W.37,3,3E,MAT.B1.W,Warmed,B1,3,Yes,KY681427.1,38,Russula decolorans,Russula,Russulaceae,Russulales,Basidiomycota,10D,1.233684207,43.02006646,79.68516272,576.0576173,1924.193311
MAT.B1.W.38,3,3F,MAT.B1.W,Warmed,B1,3,Yes,KY681427.1,38,Russula decolorans,Russula,Russulaceae,Russulales,Basidiomycota,10F,0.575809236,38.47856262,73.42758967,375.8605758,1537.802311
MAT.B1.W.39,3,3G,MAT.B1.W,Warmed,B1,3,Yes,KY681427.1,38,Russula decolorans,Russula,Russulaceae,Russulales,Basidiomycota,10G,0.750601144,33.23077317,81.25371542,483.6430083,1495.927668
MAT.B1.W.40,3,3H,MAT.B1.W,Warmed,B1,3,Yes,FJ845428.1,38,Russula decolorans,Russula,Russulaceae,Russulales,Basidiomycota,10H,1.15957511,53.26384106,77.43111707,198.54273,1395.314751
MAT.B4.C.5,3,9E,MAT.B4.C,Control,B4,10,Yes,KY681427.1,38,Russula decolorans,Russula,Russulaceae,Russulales,Basidiomycota,3F,1.310724831,42.03081719,66.09300807,865.0279333,1585.232646
MAT.B4.C.12,3,10D,MAT.B4.C,Control,B4,4,Yes,KY681427.1,38,Russula decolorans,Russula,Russulaceae,Russulales,Basidiomycota,5C,1.527974658,42.58288325,63.290819,972.5476282,975.6748297
MAT.B4.C.13,3,10E,MAT.B4.C,Control,B4,4,Yes,KY681427.1,38,Russula decolorans,Russula,Russulaceae,Russulales,Basidiomycota,5D,1.040124222,35.17038057,46.84622486,1213.985179,1963.702231
MAT.B4.C.23,3,11G,MAT.B4.C,Control,B4,11,Yes,KY681427.1,38,Russula decolorans,Russula,Russulaceae,Russulales,Basidiomycota,7C,4.108673163,59.4378324,108.9972851,1656.700217,3038.96724
MAT.B4.C.26,3,12B,MAT.B4.C,Control,B4,11,Yes,KY681427.1,38,Russula decolorans,Russula,Russulaceae,Russulales,Basidiomycota,8A,24.57758151,60.21776913,72.41702245,782.4585207,2001.325945
MAT.B4.C.27,3,12C,MAT.B4.C,Control,B4,11,Yes,KY681427.1,38,Russula decolorans,Russula,Russulaceae,Russulales,Basidiomycota,8C,19.14351519,50.88278211,75.55717469,792.1214186,1893.024925
MAT.B4.C.34,4,1B,MAT.B4.C,Control,B4,6,Yes,FJ845428.1,38,Russula decolorans,Russula,Russulaceae,Russulales,Basidiomycota,9G,71.93879473,36.48359705,132.9870437,480.1597325,418.8689358
MAT.B2.C.11,4,9C,MAT.B2.C,Control,B2,12,NA,NA,38,Russula decolorans,Russula,Russulaceae,Russulales,Basidiomycota,4G,1.110270312,35.33528781,52.08528022,1171.097935,1427.174168
MAT.B2.C.13,4,9E,MAT.B2.C,Control,B2,12,Yes,FJ845428.1,38,Russula decolorans,Russula,Russulaceae,Russulales,Basidiomycota,5C,0.780296437,33.62198384,48.37695247,752.0679176,1471.125704
